# WAVE T_TOTAL T_FILTER T_TELESCOPE T_NI-OA T_QE
1887 0.786775 0.993991 0.870776 0.956482 0.950353
1888 0.78603 0.993534 0.870515 0.956346 0.95031
1889 0.78557 0.993493 0.870206 0.956208 0.950267
1890 0.785558 0.993772 0.870117 0.956068 0.950222
1891 0.785282 0.993911 0.869862 0.955924 0.950177
1892 0.785147 0.993962 0.869842 0.955778 0.950132
1893 0.785373 0.994194 0.870067 0.95563 0.950085
1894 0.78541 0.994383 0.870123 0.955478 0.950039
1895 0.785458 0.995018 0.869805 0.955324 0.949991
1896 0.785554 0.995298 0.869852 0.955167 0.949944
1897 0.784749 0.994828 0.86956 0.955008 0.949896
1898 0.785456 0.995792 0.869694 0.954845 0.949847
1899 0.785399 0.995897 0.869734 0.95468 0.949799
1900 0.78537 0.996388 0.86947 0.954513 0.94975
1901 0.785298 0.996716 0.86928 0.954342 0.949728
1902 0.784493 0.996038 0.869159 0.954169 0.949705
1903 0.784131 0.996663 0.868393 0.953993 0.949683
1904 0.784657 0.996727 0.869104 0.953814 0.94966
1905 0.784848 0.996393 0.869792 0.953633 0.949638
1906 0.783752 0.995842 0.869247 0.953449 0.949615
1907 0.783136 0.995792 0.868799 0.953262 0.949592
1908 0.782946 0.995784 0.868789 0.953072 0.949569
1909 0.782407 0.995216 0.868883 0.95288 0.949546
1910 0.782332 0.995027 0.869165 0.952684 0.949522
1911 0.781474 0.99477 0.868638 0.952486 0.949499
1912 0.780487 0.994053 0.868371 0.952286 0.949475
1913 0.779686 0.99335 0.868302 0.952082 0.949451
1914 0.78005 0.9932 0.869048 0.951876 0.949427
1915 0.779746 0.992603 0.869445 0.951667 0.949403
1916 0.77902 0.9922 0.869204 0.951455 0.949378
1917 0.778518 0.99212 0.868934 0.95124 0.949353
1918 0.777723 0.991798 0.868549 0.951022 0.949329
1919 0.777697 0.991051 0.869399 0.950802 0.949304
1920 0.776706 0.990859 0.868687 0.950579 0.949278
1921 0.776875 0.990738 0.869211 0.950353 0.949253
1922 0.776562 0.990677 0.869148 0.950124 0.949227
1923 0.775662 0.990253 0.868748 0.949892 0.949201
1924 0.775413 0.990701 0.868314 0.949658 0.949175
1925 0.775848 0.990859 0.868904 0.949421 0.949149
1926 0.775459 0.991036 0.868558 0.94918 0.949122
1927 0.77614 0.991131 0.869485 0.948937 0.949095
1928 0.775399 0.991129 0.868905 0.948692 0.949068
1929 0.775472 0.991296 0.869094 0.948443 0.949041
1930 0.775418 0.991543 0.869073 0.948191 0.949013
1931 0.775149 0.991751 0.868848 0.947937 0.948985
1932 0.775039 0.992372 0.868443 0.947679 0.948957
1933 0.774799 0.992755 0.868103 0.947419 0.948929
1934 0.775624 0.992656 0.869382 0.947156 0.9489
1935 0.774676 0.992999 0.86829 0.94689 0.948871
1936 0.775086 0.993721 0.868391 0.946621 0.948842
1937 0.775903 0.994057 0.86929 0.946349 0.948812
1938 0.775005 0.993795 0.868791 0.946075 0.948783
1939 0.775384 0.993928 0.869382 0.945797 0.948753
1940 0.774859 0.994003 0.869014 0.945517 0.948722
1941 0.774337 0.993602 0.869068 0.945233 0.948691
1942 0.773853 0.993546 0.868865 0.944947 0.94866
1943 0.77327 0.993933 0.868166 0.944658 0.948629
1944 0.773948 0.994051 0.869123 0.944366 0.948597
1945 0.77305 0.993825 0.868613 0.94407 0.948565
1946 0.772543 0.993696 0.86846 0.943772 0.948533
1947 0.772398 0.993045 0.869173 0.943471 0.9485
1948 0.77081 0.992511 0.868163 0.943167 0.948467
1949 0.77159 0.992267 0.869567 0.942861 0.948434
1950 0.770118 0.991834 0.868604 0.942551 0.9484
1951 0.769618 0.991355 0.8688 0.942238 0.948343
1952 0.76913 0.991134 0.868788 0.941922 0.948285
1953 0.768522 0.990557 0.868954 0.941603 0.948227
1954 0.76855 0.990226 0.869626 0.941282 0.948169
1955 0.767581 0.990181 0.868922 0.940957 0.948111
1956 0.76739 0.989732 0.869456 0.940629 0.948053
1957 0.766557 0.989519 0.869057 0.940299 0.947995
1958 0.765805 0.989595 0.8685 0.939965 0.947936
1959 0.765842 0.989622 0.868883 0.939628 0.947878
1960 0.766011 0.989771 0.869311 0.939289 0.94782
1961 0.76534 0.989955 0.868759 0.938946 0.947762
1962 0.766141 0.989639 0.870319 0.9386 0.947704
1963 0.764585 0.990113 0.868511 0.938252 0.947646
1964 0.765535 0.990544 0.86959 0.9379 0.947589
1965 0.765135 0.990715 0.869367 0.937545 0.947532
1966 0.766176 0.99127 0.870446 0.937187 0.947476
1967 0.765197 0.991618 0.869415 0.936827 0.94742
1968 0.764724 0.991475 0.869392 0.936463 0.947364
1969 0.765172 0.991886 0.869932 0.936096 0.947309
1970 0.765396 0.992531 0.870015 0.935726 0.947254
1971 0.766029 0.992901 0.870806 0.935353 0.947201
1972 0.764993 0.993228 0.869741 0.934977 0.947147
1973 0.765353 0.993457 0.870351 0.934598 0.947095
1974 0.765633 0.993513 0.871024 0.934215 0.947044
1975 0.764941 0.993751 0.870434 0.93383 0.946993
1976 0.763977 0.993876 0.869635 0.933442 0.946943
1977 0.763936 0.993655 0.870192 0.93305 0.946894
1978 0.763678 0.993892 0.870102 0.932656 0.946846
1979 0.764162 0.993806 0.871143 0.932258 0.9468
1980 0.764382 0.993711 0.871894 0.931857 0.946754
1981 0.763307 0.993873 0.870944 0.931454 0.946709
1982 0.762961 0.993722 0.871102 0.931047 0.946666
1983 0.762256 0.993623 0.870806 0.930637 0.946624
1984 0.762888 0.993558 0.87201 0.930224 0.946583
1985 0.7612 0.99347 0.870584 0.929807 0.946544
1986 0.76136 0.993433 0.871226 0.929388 0.946506
1987 0.761157 0.993538 0.871333 0.928965 0.946469
1988 0.760521 0.993438 0.871123 0.92854 0.946434
1989 0.76097 0.993265 0.872222 0.928111 0.946401
1990 0.76026 0.993447 0.871684 0.927679 0.946369
1991 0.760623 0.993436 0.872547 0.927244 0.946339
1992 0.759622 0.993161 0.872078 0.926806 0.94631
1993 0.759093 0.993005 0.872048 0.926364 0.946284
1994 0.759408 0.992949 0.872901 0.92592 0.946259
1995 0.758108 0.992692 0.872075 0.925472 0.946236
1996 0.757422 0.99239 0.871996 0.925021 0.946214
1997 0.756707 0.99209 0.871882 0.924567 0.946195
1998 0.756262 0.991797 0.872073 0.92411 0.946178
1999 0.755633 0.991196 0.872325 0.923649 0.946163
2000 0.754983 0.99041 0.872716 0.923186 0.94615
2001 0.754625 0.989839 0.873184 0.922719 0.946218
2002 0.752571 0.988966 0.871955 0.922249 0.946289
2003 0.752001 0.988041 0.872492 0.921776 0.946361
2004 0.751835 0.987362 0.873283 0.921299 0.946435
2005 0.749975 0.986211 0.872523 0.92082 0.94651
2006 0.748331 0.984506 0.872505 0.920337 0.946587
2007 0.746257 0.982338 0.872395 0.919851 0.946666
2008 0.743318 0.979005 0.872309 0.919361 0.946745
2009 0.740312 0.974983 0.872758 0.918869 0.946826
2010 0.735641 0.968383 0.873559 0.918373 0.946907
2011 0.726973 0.959095 0.872024 0.917874 0.946989
2012 0.71708 0.945825 0.872626 0.917373 0.947072
2013 0.701749 0.926733 0.871964 0.916868 0.947156
2014 0.683284 0.901488 0.873204 0.91636 0.947239
2015 0.658185 0.869118 0.872866 0.915849 0.947323
2016 0.626732 0.82845 0.872367 0.915335 0.947407
2017 0.58954 0.779885 0.872113 0.914818 0.947491
2018 0.54755 0.724036 0.872896 0.914298 0.947575
2019 0.500416 0.661607 0.873454 0.913775 0.947659
2020 0.44845 0.593232 0.873393 0.91325 0.947741
2021 0.394375 0.522011 0.873301 0.912721 0.947824
2022 0.341116 0.452128 0.872551 0.91219 0.947905
2023 0.291085 0.386165 0.872196 0.911656 0.947986
2024 0.245152 0.324724 0.873991 0.911119 0.948066
2025 0.202982 0.269015 0.873955 0.910579 0.948144
2026 0.166649 0.221071 0.873579 0.910037 0.948221
2027 0.136019 0.180604 0.873233 0.909492 0.948297
2028 0.110772 0.147218 0.872881 0.908944 0.948371
2029 0.0897548 0.119271 0.873449 0.908394 0.948443
2030 0.0725337 0.0964968 0.872918 0.907841 0.948514
2031 0.0591463 0.0786728 0.873542 0.907286 0.948582
2032 0.0482512 0.0642435 0.873166 0.906728 0.948648
2033 0.0393561 0.0524098 0.873487 0.906168 0.948712
2034 0.0320839 0.0427544 0.873383 0.905605 0.948774
2035 0.0261867 0.034888 0.874074 0.905039 0.948833
2036 0.0215135 0.0287293 0.872521 0.904471 0.948889
2037 0.0178506 0.0238245 0.873508 0.903901 0.948943
2038 0.0146506 0.0195708 0.873249 0.903329 0.948993
2039 0.0121181 0.0161895 0.873666 0.902754 0.94904
2040 0.0102393 0.013697 0.873071 0.902177 0.949084
2041 0.00851747 0.0113981 0.873257 0.901597 0.949125
2042 0.00722383 0.00967496 0.873064 0.901015 0.949162
2043 0.00608612 0.00816265 0.872376 0.900431 0.949195
2044 0.00510095 0.00683753 0.873403 0.899845 0.949225
2045 0.00437793 0.00587716 0.872643 0.899257 0.94925
2046 0.00369812 0.00496707 0.872753 0.898666 0.949272
2047 0.00309185 0.00415191 0.873493 0.898074 0.949289
2048 0.00268526 0.00360795 0.87357 0.897479 0.949302
2049 0.00229602 0.00308842 0.873163 0.896882 0.94931
2050 0.00199001 0.00268165 0.872161 0.896284 0.949314
2051 0.00161642 0.00217884 0.872606 0.895683 0.949199
2052 0.00143054 0.00192826 0.87331 0.89508 0.94908
2053 0.00141524 0.00190949 0.873168 0.894475 0.948956
2054 0.0011792 0.0015932 0.872683 0.893869 0.948828
2055 0.000915568 0.00123845 0.872384 0.89326 0.948695
2056 0.000820442 0.00111061 0.87245 0.89265 0.948559
2057 0.000717119 0.000971382 0.872607 0.892037 0.948418
2058 0.00069946 0.000948264 0.872602 0.891423 0.948274
2059 0.000491356 0.000666726 0.872568 0.890808 0.948125
2060 0.000303227 0.000411782 0.872614 0.89019 0.947973
2061 0.000469009 0.000637962 0.871928 0.889571 0.947818
2062 0.000420228 0.00057212 0.871904 0.88895 0.947659
2063 0.000363711 0.000495182 0.872651 0.888327 0.947497
2064 0.000454089 0.000618886 0.872489 0.887703 0.947332
2065 0.000417373 0.000569723 0.871915 0.887077 0.947165
2066 0.000257031 0.000350951 0.872445 0.88645 0.946994
2067 0.000150792 0.000206078 0.872435 0.885821 0.94682
2068 0.000155075 0.000212318 0.871627 0.88519 0.946645
2069 0.000264057 0.000361759 0.871859 0.884558 0.946466
2070 0.000290414 0.000398038 0.872281 0.883924 0.946286
2071 4.96491e-05 6.8143e-05 0.871865 0.883289 0.946103
2072 4.46202e-05 6.13198e-05 0.871539 0.882653 0.945918
2073 0.000171089 0.000235398 0.871316 0.882015 0.945732
2074 0.000115189 0.000158467 0.872231 0.881376 0.945543
2075 3.55206e-05 4.89276e-05 0.871939 0.880736 0.945353
2076 0.000246658 0.000340149 0.871747 0.880094 0.945162
2077 -6.40886e-05 -8.85078e-05 0.871305 0.879451 0.944969
2078 2.9269e-05 4.04722e-05 0.871022 0.878807 0.944775
2079 0.000241174 0.000333377 0.87213 0.878161 0.94458
2080 5.7033e-05 7.89154e-05 0.87209 0.877515 0.944384
2081 -5.88928e-05 -8.16143e-05 0.871574 0.876867 0.944187
2082 3.93991e-05 5.46886e-05 0.870984 0.876218 0.94399
2083 8.36753e-05 0.000116154 0.87176 0.875568 0.943792
2084 2.52797e-05 3.5097e-05 0.872468 0.874917 0.943593
2085 8.08937e-05 0.00011247 0.872052 0.874264 0.943394
2086 0.000114519 0.000159472 0.871509 0.873611 0.943196
2087 0.000101491 0.000141381 0.872032 0.872957 0.942997
2088 0.000196291 0.000273665 0.872158 0.872302 0.942798
2089 0.000130042 0.000181433 0.872366 0.871646 0.942599
2090 6.6507e-05 9.28463e-05 0.872678 0.870989 0.942401
2091 -2.46928e-05 -3.45188e-05 0.87234 0.870331 0.942204
2092 -0.000117344 -0.00016425 0.872057 0.869672 0.942007
2093 -6.723e-05 -9.4116e-05 0.87279 0.869013 0.941811
2094 2.22424e-05 3.11525e-05 0.873212 0.868352 0.941615
2095 0.000115568 0.00016205 0.873048 0.867691 0.941421
2096 7.04467e-05 9.89243e-05 0.872628 0.867029 0.941228
2097 -0.000125533 -0.00017649 0.872428 0.866367 0.941037
2098 -3.65619e-05 -5.144e-05 0.87265 0.865703 0.940846
2099 4.11527e-05 5.78934e-05 0.873579 0.865039 0.940658
2100 -3.40488e-05 -4.79498e-05 0.873508 0.864375 0.940471
2101 -0.000119995 -0.000169152 0.873417 0.86371 0.940362
2102 5.84785e-05 8.25006e-05 0.873495 0.863044 0.940256
2103 -1.61571e-05 -2.2802e-05 0.873965 0.862378 0.940151
2104 0.000130578 0.000184477 0.873806 0.861711 0.940047
2105 0.000264688 0.000374352 0.873628 0.861044 0.939946
2106 0.000133714 0.00018937 0.873211 0.860376 0.939846
2107 -0.000111219 -0.000157759 0.872615 0.859708 0.939747
2108 1.21877e-05 1.72972e-05 0.872907 0.859039 0.93965
2109 2.29811e-05 3.26368e-05 0.873107 0.85837 0.939554
2110 3.7852e-05 5.38024e-05 0.873118 0.857701 0.93946
2111 0.00020528 0.000292391 0.872067 0.857032 0.939368
2112 0.000161287 0.000230183 0.871114 0.856362 0.939276
2113 9.59891e-05 0.00013716 0.870814 0.855692 0.939186
2114 0.000110717 0.000158453 0.870217 0.855021 0.939097
2115 0.000235205 0.000337402 0.868945 0.854351 0.939009
2116 0.000133026 0.000191288 0.867612 0.85368 0.938922
2117 7.88886e-06 1.13596e-05 0.867177 0.853009 0.938836
2118 0.000230194 0.000332041 0.866444 0.852338 0.938751
2119 0.000262786 0.000380428 0.864068 0.851667 0.938668
2120 2.49745e-05 3.62734e-05 0.862002 0.850996 0.938585
2121 -2.63215e-05 -3.83323e-05 0.860449 0.850324 0.938503
2122 -2.03839e-05 -2.97933e-05 0.858083 0.849653 0.938421
2123 4.39725e-06 6.45049e-06 0.855716 0.848982 0.938341
2124 2.30363e-05 3.39643e-05 0.852138 0.848312 0.938261
2125 0.000110835 0.00016406 0.849518 0.847643 0.938182
2126 0.000148201 0.000220403 0.846274 0.846976 0.938103
2127 -2.92328e-05 -4.37376e-05 0.841921 0.84631 0.938025
2128 3.16327e-05 4.76046e-05 0.837761 0.845646 0.937948
2129 2.56206e-05 3.87666e-05 0.833949 0.844985 0.93787
2130 3.62312e-05 5.51505e-05 0.829689 0.844327 0.937794
2131 3.1871e-05 4.88725e-05 0.824301 0.843672 0.937717
2132 0.000104125 0.000160932 0.818534 0.84302 0.937641
2133 6.69694e-05 0.0001044 0.812213 0.842373 0.937565
2134 3.44666e-05 5.41951e-05 0.805933 0.841729 0.93749
2135 9.83981e-05 0.000156126 0.79935 0.841091 0.937414
2136 1.38216e-06 2.21591e-06 0.79176 0.840457 0.937339
2137 -6.53993e-05 -0.00010604 0.783522 0.839829 0.937263
2138 -0.000124372 -0.000203937 0.775409 0.839207 0.937188
2139 0.000183219 0.000304228 0.766354 0.83859 0.937112
2140 0.000122586 0.000206046 0.757678 0.83798 0.937037
2141 -5.39949e-05 -9.19952e-05 0.748075 0.837377 0.936961
2142 -9.22186e-05 -0.000159498 0.737505 0.836781 0.936885
2143 -2.5946e-05 -4.55186e-05 0.727652 0.836193 0.936809
2144 7.47643e-06 1.33144e-05 0.717384 0.835613 0.936733
2145 -6.39296e-05 -0.000115796 0.705864 0.83504 0.936656

