# WAVE T_TOTAL T_FILTER T_TELESCOPE T_NI-OA T_QE
1473 0.784887 0.995919 0.892174 0.931682 0.948126
1474 0.784702 0.995172 0.892621 0.931613 0.948209
1475 0.784267 0.994487 0.892727 0.931545 0.948292
1476 0.783967 0.993884 0.892913 0.931479 0.948375
1477 0.78294 0.993297 0.892254 0.931414 0.948458
1478 0.782713 0.992797 0.892427 0.931351 0.948541
1479 0.782383 0.992234 0.892537 0.931289 0.948625
1480 0.780637 0.991228 0.89143 0.931228 0.948708
1481 0.781263 0.9916 0.89179 0.931168 0.94879
1482 0.780865 0.991607 0.891307 0.93111 0.948873
1483 0.781166 0.991596 0.891636 0.931054 0.948956
1484 0.781393 0.991945 0.891558 0.930998 0.949038
1485 0.781037 0.991625 0.891414 0.930944 0.94912
1486 0.781309 0.991587 0.891732 0.930891 0.949202
1487 0.781494 0.992124 0.891432 0.93084 0.949284
1488 0.781397 0.99177 0.891612 0.93079 0.949365
1489 0.781102 0.991968 0.891068 0.930741 0.949446
1490 0.781663 0.992248 0.891427 0.930694 0.949526
1491 0.781578 0.992144 0.891392 0.930648 0.949606
1492 0.780643 0.992092 0.89034 0.930603 0.949686
1493 0.781457 0.991915 0.891396 0.930559 0.949765
1494 0.781704 0.992447 0.891167 0.930517 0.949843
1495 0.781268 0.992919 0.890211 0.930477 0.949921
1496 0.781738 0.993181 0.890478 0.930437 0.949998
1497 0.781296 0.993399 0.889743 0.930399 0.950075
1498 0.782106 0.993618 0.890434 0.930362 0.950151
1499 0.782643 0.993922 0.890737 0.930326 0.950226
1500 0.783382 0.994403 0.89111 0.930292 0.9503
1501 0.782823 0.995404 0.889566 0.930259 0.950347
1502 0.78234 0.995278 0.889117 0.930227 0.950393
1503 0.783409 0.99553 0.890093 0.930197 0.950438
1504 0.783055 0.99597 0.889284 0.930168 0.950483
1505 0.784456 0.996732 0.890179 0.93014 0.950527
1506 0.784017 0.997289 0.88917 0.930113 0.95057
1507 0.784772 0.998134 0.889256 0.930088 0.950613
1508 0.784834 0.997992 0.889436 0.930064 0.950655
1509 0.784374 0.998023 0.888871 0.930041 0.950696
1510 0.784367 0.998163 0.888721 0.930019 0.950737
1511 0.784323 0.998307 0.888524 0.929999 0.950778
1512 0.784442 0.999026 0.888 0.92998 0.950818
1513 0.78472 0.998227 0.889007 0.929962 0.950857
1514 0.783291 0.997647 0.887883 0.929946 0.950896
1515 0.783165 0.997519 0.887831 0.929931 0.950935
1516 0.783099 0.997282 0.887945 0.929917 0.950974
1517 0.782923 0.996474 0.888442 0.929904 0.951012
1518 0.783842 0.997011 0.88898 0.929893 0.95105
1519 0.782458 0.99693 0.887459 0.929882 0.951087
1520 0.782945 0.997242 0.887708 0.929873 0.951124
1521 0.783194 0.997338 0.887877 0.929866 0.951161
1522 0.782587 0.997845 0.88671 0.929859 0.951198
1523 0.783322 0.998162 0.887231 0.929854 0.951235
1524 0.783771 0.998785 0.887155 0.92985 0.951272
1525 0.784602 0.999968 0.887014 0.929847 0.951308
1526 0.785531 1.0012 0.886939 0.929845 0.951345
1527 0.784905 1.00138 0.88604 0.929845 0.951381
1528 0.786562 1.0022 0.887148 0.929846 0.951418
1529 0.786542 1.00257 0.886763 0.929848 0.951454
1530 0.787266 1.00289 0.887259 0.929851 0.951491
1531 0.786845 1.00294 0.886702 0.929855 0.951527
1532 0.785452 1.00262 0.885375 0.929861 0.951564
1533 0.786534 1.00229 0.886845 0.929868 0.951601
1534 0.785716 1.00168 0.886421 0.929876 0.951638
1535 0.785375 1.00078 0.886789 0.929885 0.951675
1536 0.783864 0.999602 0.886081 0.929896 0.951713
1537 0.782334 0.99823 0.885521 0.929907 0.951751
1538 0.781692 0.996865 0.885958 0.92992 0.951789
1539 0.780091 0.995556 0.885257 0.929934 0.951827
1540 0.779974 0.994421 0.886084 0.929949 0.951866
1541 0.777744 0.993292 0.884503 0.929966 0.951905
1542 0.777652 0.992512 0.88504 0.929983 0.951944
1543 0.777698 0.991954 0.885535 0.930002 0.951984
1544 0.776927 0.991753 0.88478 0.930022 0.952025
1545 0.777469 0.991622 0.885456 0.930043 0.952066
1546 0.777231 0.991881 0.884894 0.930065 0.952107
1547 0.776235 0.992335 0.883295 0.930088 0.952149
1548 0.778788 0.99302 0.885525 0.930113 0.952192
1549 0.777808 0.993698 0.883743 0.930139 0.952235
1550 0.779096 0.994339 0.884569 0.930166 0.952279
1551 0.78025 0.995265 0.884951 0.930194 0.952363
1552 0.780509 0.996172 0.884331 0.930223 0.952449
1553 0.78116 0.996315 0.884834 0.930253 0.952534
1554 0.781029 0.996291 0.884598 0.930284 0.95262
1555 0.78107 0.995456 0.885274 0.930317 0.952707
1556 0.778623 0.992903 0.884656 0.930351 0.952794
1557 0.773911 0.987527 0.883975 0.930386 0.952881
1558 0.766915 0.978158 0.88426 0.930422 0.952968
1559 0.75543 0.9625 0.88507 0.930459 0.953056
1560 0.734989 0.937933 0.88356 0.930497 0.953143
1561 0.708606 0.904341 0.883367 0.930536 0.953231
1562 0.674554 0.860928 0.883202 0.930577 0.953318
1563 0.632318 0.806635 0.883505 0.930618 0.953406
1564 0.581612 0.742523 0.882702 0.930661 0.953493
1565 0.524886 0.668318 0.884937 0.930705 0.95358
1566 0.457571 0.583227 0.883877 0.93075 0.953666
1567 0.388781 0.495735 0.883415 0.930796 0.953753
1568 0.319872 0.407379 0.884354 0.930843 0.953839
1569 0.255905 0.326123 0.883658 0.930891 0.953924
1570 0.200921 0.255778 0.884479 0.93094 0.954009
1571 0.154144 0.196414 0.883526 0.930991 0.954093
1572 0.116208 0.147995 0.883874 0.931042 0.954176
1573 0.0877936 0.111815 0.883695 0.931095 0.954259
1574 0.0662085 0.0843348 0.883455 0.931149 0.95434
1575 0.0491438 0.0625743 0.883666 0.931203 0.954421
1576 0.0369241 0.0470028 0.88377 0.931259 0.954501
1577 0.0281526 0.0358462 0.883417 0.931316 0.95458
1578 0.0216914 0.027595 0.884067 0.931374 0.954657
1579 0.0168255 0.0214144 0.883543 0.931433 0.954734
1580 0.0131181 0.0166997 0.883212 0.931493 0.954809
1581 0.0103172 0.0131327 0.88318 0.931554 0.954883
1582 0.00811073 0.0103339 0.882216 0.931617 0.954956
1583 0.00649488 0.0082627 0.883419 0.93168 0.955027
1584 0.00523367 0.00665712 0.883438 0.931744 0.955096
1585 0.00425303 0.00540975 0.883315 0.93181 0.955164
1586 0.00351173 0.00446219 0.88411 0.931876 0.955231
1587 0.00292037 0.00371507 0.882964 0.931944 0.955295
1588 0.00241528 0.00307105 0.883269 0.932012 0.955358
1589 0.00200596 0.00254999 0.883355 0.932082 0.955419
1590 0.0016958 0.00215537 0.883373 0.932153 0.955478
1591 0.001431 0.00182044 0.88246 0.932224 0.955536
1592 0.00122114 0.00155286 0.882689 0.932297 0.955591
1593 0.00106397 0.00135231 0.883019 0.932371 0.955644
1594 0.000919901 0.00116837 0.883525 0.932445 0.955694
1595 0.000781917 0.000992593 0.883873 0.932521 0.955743
1596 0.000677637 0.000860621 0.883342 0.932598 0.955789
1597 0.000583378 0.000740568 0.883634 0.932676 0.955833
1598 0.000509182 0.000646461 0.883409 0.932755 0.955875
1599 0.000455494 0.000578316 0.883271 0.932835 0.955914
1600 0.000415404 0.000527311 0.883336 0.932916 0.95595
1601 0.000366374 0.000465449 0.882561 0.932997 0.955934
1602 0.00031434 0.000399314 0.882565 0.93308 0.955916
1603 0.000287387 0.000364746 0.883299 0.933164 0.955895
1604 0.000280649 0.000356403 0.882725 0.933249 0.955871
1605 0.000248837 0.000316161 0.882229 0.933335 0.955845
1606 0.000217548 0.000276146 0.883006 0.933422 0.955817
1607 0.000203375 0.000258128 0.883043 0.93351 0.955786
1608 0.000195644 0.000248274 0.883139 0.933599 0.955754
1609 0.000163629 0.000207722 0.882769 0.933688 0.955719
1610 0.000145327 0.000184528 0.882526 0.933779 0.955681
1611 0.000141618 0.000179925 0.881953 0.933871 0.955642
1612 0.000123716 0.000157204 0.881767 0.933964 0.955601
1613 0.000128041 0.000162592 0.882305 0.934058 0.955557
1614 0.000135836 0.000172528 0.882069 0.934152 0.955512
1615 0.000118415 0.000150363 0.882248 0.934248 0.955464
1616 9.51341e-05 0.000120909 0.881411 0.934345 0.955415
1617 9.74896e-05 0.00012393 0.881172 0.934442 0.955364
1618 8.83783e-05 0.000112345 0.881147 0.934541 0.955312
1619 8.83746e-05 0.000112371 0.880863 0.934641 0.955257
1620 9.61229e-05 0.000122231 0.880764 0.934741 0.955201
1621 8.65717e-05 0.000110155 0.880166 0.934842 0.955144
1622 7.60299e-05 9.66931e-05 0.880564 0.934945 0.955085
1623 5.89533e-05 7.49425e-05 0.88091 0.935048 0.955024
1624 5.33659e-05 6.78996e-05 0.880093 0.935152 0.954962
1625 6.78718e-05 8.63618e-05 0.879992 0.935258 0.954899
1626 6.85382e-05 8.71864e-05 0.880188 0.935364 0.954834
1627 6.26636e-05 7.97727e-05 0.879494 0.935471 0.954768
1628 6.2443e-05 7.94586e-05 0.879822 0.935579 0.954701
1629 6.66746e-05 8.48599e-05 0.87961 0.935688 0.954633
1630 6.1675e-05 7.85194e-05 0.879317 0.935798 0.954563
1631 6.55795e-05 8.34872e-05 0.87931 0.935909 0.954493
1632 6.65099e-05 8.46988e-05 0.87899 0.93602 0.954421
1633 6.64228e-05 8.45949e-05 0.878877 0.936133 0.954349
1634 8.17229e-05 0.00010407 0.87893 0.936247 0.954275
1635 8.82871e-05 0.000112465 0.878611 0.936361 0.954201
1636 6.51698e-05 8.30695e-05 0.878016 0.936476 0.954126
1637 5.46542e-05 6.96686e-05 0.877938 0.936593 0.954051
1638 6.84498e-05 8.7211e-05 0.878333 0.93671 0.953974
1639 6.83532e-05 8.71141e-05 0.87803 0.936828 0.953897
1640 8.26576e-05 0.000105368 0.877795 0.936947 0.953819
1641 8.80024e-05 0.000112251 0.877209 0.937067 0.953741
1642 7.46064e-05 9.51904e-05 0.876924 0.937187 0.953663
1643 7.6816e-05 9.79748e-05 0.877194 0.937309 0.953584
1644 0.000104 0.000132724 0.876644 0.937432 0.953504
1645 0.000112825 0.000143996 0.876541 0.937555 0.953425
1646 0.000100991 0.000128978 0.875918 0.937679 0.953345
1647 9.03451e-05 0.000115382 0.875872 0.937805 0.953264
1648 0.000117888 0.000150472 0.876327 0.937931 0.953184
1649 0.00012635 0.00016133 0.875973 0.938057 0.953104
1650 0.000129155 0.000164948 0.875737 0.938185 0.953023
1651 0.000126262 0.000161251 0.875677 0.938314 0.952964
1652 0.00012165 0.000155294 0.875993 0.938443 0.952906
1653 0.000124717 0.000159347 0.875164 0.938574 0.952847
1654 0.000140138 0.000178995 0.875366 0.938705 0.952789
1655 0.000157345 0.000200937 0.875454 0.938837 0.95273
1656 0.00016443 0.000210163 0.874639 0.93897 0.952672
1657 0.000173575 0.000221878 0.874466 0.939104 0.952613
1658 0.000169939 0.000217126 0.874812 0.939238 0.952555
1659 0.000171573 0.000219063 0.875344 0.939374 0.952496
1660 0.00021121 0.000269744 0.875032 0.93951 0.952438
1661 0.000214693 0.000274175 0.875016 0.939647 0.952379
1662 0.000192498 0.000245798 0.875056 0.939785 0.952321
1663 0.000181127 0.000231388 0.874566 0.939924 0.952262
1664 0.000201611 0.000257526 0.874594 0.940064 0.952204
1665 0.000204535 0.000261224 0.874642 0.940204 0.952145
1666 0.000190974 0.0002441 0.873862 0.940346 0.952087
1667 0.000194011 0.000247752 0.874594 0.940488 0.952028
1668 0.000186571 0.000238275 0.874428 0.94063 0.95197
1669 0.000167939 0.00021448 0.874345 0.940774 0.951911
1670 0.000177309 0.000226309 0.874799 0.940918 0.951853
1671 0.000176385 0.000225169 0.874562 0.941063 0.951794
1672 0.000169852 0.000216778 0.87469 0.941209 0.951736
1673 0.000165606 0.000211424 0.874336 0.941355 0.951677
1674 0.000186633 0.00023815 0.874689 0.941502 0.951619
1675 0.000154701 0.000197448 0.874407 0.94165 0.95156
1676 0.000140267 0.000178974 0.874579 0.941798 0.951501
1677 0.000144771 0.000184679 0.874694 0.941947 0.951443
1678 0.000148027 0.000188919 0.874204 0.942097 0.951384
1679 0.000147921 0.000188672 0.874638 0.942247 0.951326
1680 0.000152333 0.000194067 0.8756 0.942397 0.951267
1681 0.000148293 0.00018897 0.875281 0.942548 0.951209
1682 0.000140509 0.000179107 0.874919 0.9427 0.95115
1683 0.00013172 0.000167983 0.87442 0.942852 0.951092
1684 0.000164328 0.000209452 0.874818 0.943004 0.951033
1685 0.000149456 0.000190321 0.875533 0.943157 0.950975
1686 0.00014731 0.000187602 0.875385 0.94331 0.950916
1687 0.000145379 0.0001853 0.874554 0.943464 0.950858
1688 0.000129363 0.000164792 0.874964 0.943618 0.950799
1689 0.000134985 0.000171969 0.874792 0.943773 0.950741
1690 0.000156279 0.000198984 0.875202 0.943927 0.950682
1691 0.000162345 0.000206874 0.874409 0.944083 0.950624
1692 0.000135054 0.000172065 0.874481 0.944238 0.950565
1693 0.000142277 0.000181173 0.874849 0.944394 0.950507
1694 0.000178685 0.000227453 0.875072 0.94455 0.950448
1695 0.000173485 0.000220738 0.875358 0.944706 0.95039

